Review,Rating,Platform
"Map feels empty and lifeless. You can travel around, but there's nothing to explore or find. Everything is so boring in this game. Hard pass.",0,PLAYSTATION 5
"Predictable and boring story, annoying quests and overall empty feel of the world make this one of weakest games i have played in very long time.",0,PLAYSTATION 5
"Boring, empty game. Graphics look outdated even for 2020. Not recommending this at full price.",0,PLAYSTATION 5
"This ""expansion"" is absolute rip-off. Way overpriced and game itself is generic at best. Disregard all 10/10 Scorers.",0,PLAYSTATION 5
Ghost was an already amazing looking game. I guess I kinda hoped for more with the directors cut. But in reality it’s just that—-a directors cut. Some extra content that was already on the PS4 disk. You can Sony is pushing their developers like **** Punch and Insomniac Games to rush new content to the shelves. I’d wait for this to go on sale.,3,PLAYSTATION 5
"It is madness that the PS5 upgrade is locked behind a double paywall. First, you have to buy the DLC, and then you have to buy the upgrade. That’s beside the fact that the upgrade almost does not improve anything in the game. Sony is losing customers and causing bad PR by trying to squeeze all the cash out of people who like Sony games.",0,PLAYSTATION 5
Here's bunch of fake 10/10 reviews who are trying to pretend that this game is good. But thankfully most people already know what fail and rip off this game really is. What a terrible shame. If i could i would give this game -1 stars. Just plain awful. I hate this game so much.,0,PLAYSTATION 5
"Literally nobody plays this game anymore, this game died out before 2020 ended. Main reason it was hyped up was because last of us part II had to fail in sales compared to this one. Nobody actually cared about this game. I personally don't like it all, generic rpg.",0,PLAYSTATION 5
I didn't like this game at all. PS4 and PS5 have so much better video games. Not recommending.,0,PLAYSTATION 5
Game full of generic quests that are weaker version of Assassin's Creed quests. Hard pass.,0,PLAYSTATION 5
"Let's be real here, only reason this game got any attention was because last of us 2 was so bad and people wanted to pretend that this game is super good. Actually they are both generic games. Yes it is better than last of us 2, but in general this game is absolutely nothing special. Not recommending, specially without no free upgrade.",0,PLAYSTATION 5
"The update in no way justifies the amount charged, it is shameful to pay 159 reais in this.In fact, Sony needs to review the Urgent PSN price policy in Brazil.It is getting impossible to buy your games.",0,PLAYSTATION 5
"Skip this. Pretty bad game that has awful camera angle. They should put character into center of screen. Also, it's super over priced.",0,PLAYSTATION 5
Lack of character charge 59 reais for lip sync and remove the old from the store.Ta fucking in sony,4,PLAYSTATION 5
Weak dlc and super over priced. It looks exactly the same as PS4 version and this game was never anything special anyway.,0,PLAYSTATION 5
"Overall pretty overrated and bad game, i'm very disappointed that i wasted money on it. Don't make my mistake.",0,PLAYSTATION 5
"Same Game, less graphics detail, poor content = 80€. This is the greatness of Playstation.",0,PLAYSTATION 5
Just horrible how the new ps5 version turns out to be a downgrade from ps4.,0,PLAYSTATION 5
Don't see any expressive improviment that justified the expensive cost. Own the game por ps4 and to play it on ps5 have to pratically buy it again.,3,PLAYSTATION 5
"GoT was one of the best games released last year and I absolutely loved it. I was excited for Director's cut when it got announced. The upgrade path is so ridiculous and people are rightfully angry about it. Iki island expansion is still great and there is some good content here. APart from some minor crashes it's totally worth $20. What's bad is the extra $10 you have to pay just to unlock basic PS5 features which are promised for all PS5 games. I have no objections to pay for next gen enhancements when they are done right. Metro exodus, Miles Morales, FF7R, Star wars Jedi Fallen Order, Doom Eternal, A Plague's Tale and lot other games got next gen enhancements which significantly improved visual quality using next gen lighting, shadows etc, supporting Dualsense features and these are all given for free. Though GoT on PS4 looks great, I hoped for some changes in lighting, textures, shadows and draw distance as it's not a free next gen upgrade. Turns out it's just a mere resolution bump and slightly reduced load times. Such a dishonorable move that totally does injustice to this great game and **** deserve these user scores.",1,PLAYSTATION 5
"So I bought this game for ps4 for 70$ 11 months ago and now to upgrade it to ps5 version I had to pay 30$. This is Sony’s version of Smart Delivery, smart for company, not much for its fans. But hey, This Is For Payers, and now I ended with 100$ game. For additional 30$ I got DLC that is rather short and graphic upgrade is not that visible. Well, this was such unpleasant experience for me that I don’t recommend. There are plenty other games that give upgrades for free and console manufacturers that dont try to squeeze last dime from their fans. My mistake for wasting money on this but try not to repeat it.",0,PLAYSTATION 5
This game is just lazy Assassin's Creed rip-off that got popular only thanks to last of us 2 hate.,0,PLAYSTATION 5
"I didn't expect it to be like that The story mode It was not long and I did not notice any changes in the graphics, however the upgrade is paid I think it was a disappointment for those who bought this add-on",0,PLAYSTATION 5
"It is annoying that they charged 30 USD for this expansion considering how old is it, they recycled this to charge us full price for it with a 5 hour DLC and there are tecnically no graphical imporvements.",0,PLAYSTATION 5
is this event worth it when the upgrade is almost as expensive as getting kena bridge of spirits which looks goods in CGI trailers. sorry this aint worth your $,0,PLAYSTATION 5
